ID,Gene,gene-onnection,Status,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
282,APOB,APOB,N/a,rs568938-<b>C</b>,7 x 10-110,,NR,'-,0.118 unit decrease,'-,"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21080744,Cholesterol
283,APOB,APOB,N/a,rs934198-<b>G</b>,3 x 10-88,(EA),0.677,'-,0.097 unit decrease,'-,"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21055901,Cholesterol
284,APOB,APOB,N/a,rs934198-<b>G</b>,2 x 10-8,(Hispanic),0.716,'-,0.092 unit decrease,'-,"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21055901,Cholesterol
285,APOB,APOB,N/a,rs934198-<b>G</b>,3 x 10-101,,NR,'-,0.097 unit decrease,'-,"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21055901,Cholesterol
286,APOB,APOB,N/a,rs515135-<b>T</b>,2 x 10-115,(EA),0.192,'-,0.132 unit decrease,'-,"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21063185,Cholesterol
287,APOB,APOB,N/a,rs515135-<b>T</b>,5 x 10-10,(Hispanic),0.196,'-,0.117 unit decrease,'-,"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21063185,Cholesterol
288,APOB,APOB,N/a,rs515135-<b>T</b>,3 x 10-112,,NR,'-,0.119 unit decrease,'-,"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21063185,Cholesterol
289,APOB,APOB,N/a,rs563290-<b>G</b>,8 x 10-117,(EA),0.191,'-,0.133 unit decrease,'-,"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21065354,Cholesterol
290,APOB,APOB,N/a,rs563290-<b>G</b>,4 x 10-14,(Hispanic),0.178,'-,0.147 unit decrease,'-,"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21065354,Cholesterol
291,APOB,APOB,N/a,rs563290-<b>G</b>,3 x 10-130,,NR,'-,0.131 unit decrease,'-,"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21065354,Cholesterol
292,APOB,APOB,N/a,rs562338-<b>A</b>,5 x 10-115,(EA),0.192,'-,0.132 unit decrease,'-,"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21065449,Cholesterol
293,APOB,APOB,N/a,rs562338-<b>A</b>,1 x 10-13,(Hispanic),0.177,'-,0.145 unit decrease,'-,"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST007143,2:21065449,Cholesterol
294,APOB,APOB,N/a,rs672889-<b>G</b>,4 x 10-16,,0.1356,'-,0.1294899 mg/dl increase,[0.098-0.161],"APOB, TDRD15","Cholesterol, total",total cholesterol measurement,GCST004209,2:21096144,Cholesterol
295,APOB,APOB,N/a,rs515135-<b>?</b>,7 x 10-12,,NR,'-,2.774797 unit increase,[1.98-3.57],"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST008045,2:21063185,Cholesterol
296,APOB,APOB,N/a,rs562338-<b>?</b>,3 x 10-23,,NR,'-,4.219739 unit increase,[3.39-5.05],"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST008045,2:21065449,Cholesterol
297,APOB,APOB,N/a,rs563290-<b>?</b>,4 x 10-24,,NR,'-,4.317919 unit increase,[3.48-5.15],"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST008045,2:21065354,Cholesterol
298,APOB,APOB,N/a,rs568938-<b>?</b>,1 x 10-25,,NR,'-,4.39789 unit increase,[3.57-5.22],"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST008045,2:21080744,Cholesterol
299,APOB,APOB,N/a,rs934198-<b>?</b>,3 x 10-19,,NR,'-,3.75396 unit increase,[2.93-4.57],"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST008045,2:21055901,Cholesterol
300,APOB,APOB,N/a,rs668948-<b>?</b>,1 x 10-24,,NR,'-,4.349579 unit increase,[3.52-5.18],"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST008045,2:21068657,Cholesterol
301,APOB,APOB,N/a,rs73920524-<b>?</b>,4 x 10-6,,NR,'-,5.870639 unit decrease,[3.37-8.37],"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST008045,2:21088668,Cholesterol
302,APOB,APOB,N/a,rs10692845-<b>?</b>,6 x 10-209,,0.3038,'-,0.0972 mg dl-1 decrease,[0.091-0.103],"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST006614,2:21070464,Cholesterol
303,APOB,APOB,N/a,rs72902579-<b>C</b>,4 x 10-63,,NR,'-,0.0966 unit decrease,[0.085-0.108],"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST90019501,2:21053136,Cholesterol
304,APOB,APOB,N/a,rs74629722-<b>C</b>,3 x 10-73,,NR,'-,0.0663 unit increase,[0.059-0.074],"APOB, LINC02850",Total cholesterol levels,total cholesterol measurement,GCST90019501,2:20927284,Cholesterol
305,APOB,APOB,N/a,rs111548358-<b>C</b>,1 x 10-68,,NR,'-,0.0793 unit increase,[0.07-0.088],"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST90019501,2:21114434,Cholesterol
306,APOB,APOB,N/a,rs7575840-<b>T</b>,3 x 10-23,,0.33,'-,3.19 unit increase,[2.56-3.82],"TDRD15, APOB",Total cholesterol levels,total cholesterol measurement,GCST90010363,2:21050618,Cholesterol
307,APOB,APOB,N/a,rs17041688-<b>?</b>,9 x 10-6,,NR,'-,0.092 unit decrease,[0.051-0.133],APOB,Total cholesterol levels,total cholesterol measurement,GCST008594,2:20976554,Cholesterol
308,APOB,APOB,N/a,rs13306194-<b>A</b>,6 x 10-12,,0.128,'-,0.13 unit decrease,[0.091-0.169],APOB,Total cholesterol levels,total cholesterol measurement,GCST009919,2:21029662,Cholesterol
309,APOB,APOB,N/a,rs10172650-<b>A</b>,5 x 10-15,"(Asian initial, BMI unadjusted)",0.13,'-,0.094 unit decrease,[0.07-0.118],APOB,Total cholesterol levels,total cholesterol measurement,GCST004235,2:20982585,Cholesterol
310,APOB,APOB,N/a,rs1367117-<b>A</b>,3 x 10-136,(Trans-ethnic initial),0.288,'-,0.0995 unit increase,[0.092-0.107],APOB,Total cholesterol levels,total cholesterol measurement,GCST004235,2:21041028,Cholesterol
311,APOB,APOB,N/a,rs10172650-<b>A</b>,3 x 10-13,(BMI unadjusted),0.13,'-,0.102 unit decrease,[0.075-0.129],APOB,Total cholesterol levels,total cholesterol measurement,GCST004231,2:20982585,Cholesterol
312,APOB,APOB,N/a,rs1367117-<b>A</b>,3 x 10-139,,0.32,'-,0.1 unit increase,[NR],APOB,"Cholesterol, total",total cholesterol measurement,GCST002221,2:21041028,Cholesterol
313,APOB,APOB,N/a,rs693-<b>G</b>,9 x 10-23,,0.52,'-,0.1 s.d. decrease,[NR],APOB,"Cholesterol, total",total cholesterol measurement,GCST000285,2:21009323,Cholesterol
314,APOB,APOB,N/a,rs1367117-<b>A</b>,4 x 10-96,,0.3,'-,4.16 mg/dL increase,[3.73-4.59],APOB,"Cholesterol, total",total cholesterol measurement,GCST000760,2:21041028,Cholesterol
315,APOB,APOB,N/a,rs12720842-<b>C</b>,1 x 10-39,,NR,'-,0.0841 unit increase,[0.072-0.097],APOB,Total cholesterol levels,total cholesterol measurement,GCST90019501,2:21035055,Cholesterol
316,APOB,APOB,N/a,rs12713559-<b>A</b>,1 x 10-21,,NR,'-,0.3502 unit increase,[0.28-0.42],APOB,Total cholesterol levels,total cholesterol measurement,GCST90019501,2:21006196,Cholesterol
317,APOB,APOB,N/a,rs562338-<b>?</b>,8 x 10-16,,NR,'-,0.125 unit increase,[0.094-0.156],"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST008594,2:21065449,Cholesterol
318,APOB,APOB,N/a,rs312949-<b>C</b>,7 x 10-6,,0.28,'-,1.594 unit increase,[0.9-2.29],"TDRD15, APOB","Cholesterol, total",total cholesterol measurement,GCST003214,2:21111411,Cholesterol
319,APOB,APOB,N/a,rs562338-<b>?</b>,6 x 10-7,,NR,'-,5.006 unit decrease,NR,"APOB, TDRD15",Total cholesterol levels,total cholesterol measurement,GCST011691,2:21065449,Cholesterol
320,APOB,APOB,N/a,rs10175646-<b>C</b>,3 x 10-10,,NR,'-,0.0407 unit decrease,[0.028-0.053],"APOB, LINC02850",Total cholesterol levels,total cholesterol measurement,GCST90019501,2:20945905,Cholesterol
477,APOB,APOB,N/a,rs150856817-<b>?</b>,7 x 10-23,,NR,'-,2.742 unit decrease,[2.17-3.32],APOB,LDL cholesterol levels x long total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009366,2:21016994,Cholesterol
478,APOB,APOB,N/a,rs1367117-<b>?</b>,1 x 10-80,,NR,'-,3.414 unit increase,[3.03-3.79],APOB,LDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009365,2:21041028,Cholesterol
479,APOB,APOB,N/a,rs3903032-<b>?</b>,2 x 10-20,,NR,'-,2.518 unit decrease,[1.88-3.16],"LINC02850, APOB",LDL cholesterol levels x long total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009366,2:20920090,Cholesterol
480,APOB,APOB,N/a,rs4296389-<b>?</b>,1 x 10-17,,NR,'-,1.483 unit decrease,[1.12-1.85],"LINC02850, APOB",LDL cholesterol levels x long total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009366,2:20943234,Cholesterol
481,APOB,APOB,N/a,rs934197-<b>?</b>,3 x 10-78,,NR,'-,3.395 unit increase,[3.01-3.78],"TDRD15, APOB",LDL cholesterol levels x long total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009366,2:21044589,Cholesterol
482,APOB,APOB,N/a,rs668948-<b>?</b>,5 x 10-90,,NR,'-,3.795 unit increase,[3.4-4.19],"APOB, TDRD15",LDL cholesterol levels x long total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009366,2:21068657,Cholesterol
483,APOB,APOB,N/a,rs139919599-<b>?</b>,2 x 10-21,,NR,'-,2.76 unit decrease,[2.14-3.38],"APOB, LINC02850",LDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009365,2:20949664,Cholesterol
484,APOB,APOB,N/a,rs60403635-<b>?</b>,2 x 10-23,,NR,'-,3.847 unit increase,[3-4.7],"TDRD15, APOB",LDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009365,2:21049906,Cholesterol
485,APOB,APOB,N/a,rs28562532-<b>?</b>,5 x 10-74,,NR,'-,4.48 unit decrease,[3.98-4.98],"TDRD15, APOB",LDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, low density lipoprotein cholesterol measurement",GCST009365,2:21086250,Cholesterol
486,APOB,APOB,N/a,rs676210-<b>?</b>,1 x 10-29,,NR,'-,0.01191 unit increase,[0.0096-0.0142],APOB,HDL cholesterol levels x short total sleep time interaction (2df test),"sleep duration, high density lipoprotein cholesterol measurement",GCST009367,2:21008652,Cholesterol
487,APOB,APOB,N/a,rs4296389-<b>?</b>,1 x 10-28,,NR,'-,0.01104 unit increase,[0.0089-0.0131],"LINC02850, APOB",HDL cholesterol levels x long total sleep time interaction (2df test),"sleep duration, high density lipoprotein cholesterol measurement",GCST009368,2:20943234,Cholesterol
629,APOB,APOB,N/a,rs1713222-<b>A</b>,5 x 10-8,,0.145,'-,0.013 unit decrease,[0.0091-0.0169],"TDRD15, APOB",Response to statins (LDL cholesterol change),"response to statin, LDL cholesterol change measurement",GCST010338,2:21048451,Cholesterol
631,APOB,APOB,N/a,rs541041-<b>G</b>,8 x 10-6,"(LDL, sum)",0.16,'-,'-,'-,"TDRD15, APOB",Response to statin therapy,response to statin,GCST000635,2:21072103,Cholesterol
879,APOB,APOB,N/a,rs7567217-<b>?</b>,1 x 10-6,,NR,'-,4.893 unit increase,NR,"APOB, TDRD15",NHDL cholesterol levels,non-high density lipoprotein cholesterol measurement,GCST011694,2:21080598,Cholesterol
1086,APOB,APOB,N/a,rs548145-<b>T</b>,6 x 10-156,,0.2416,'-,'-,'-,"TDRD15, APOB",LDL cholesterol x physical activity interaction (2df test),"low density lipoprotein cholesterol measurement, physical activity",GCST007284,2:21068440,Cholesterol
1087,APOB,APOB,N/a,rs676210-<b>?</b>,4 x 10-30,(Oxidized LDL),NR,'-,'-,'-,APOB,Lipid or lipoprotein levels,"low density lipoprotein cholesterol measurement, lipid or lipoprotein measurement",GCST009165,2:21008652,Cholesterol
1088,APOB,APOB,N/a,rs1801702-<b>?</b>,5 x 10-7,(African American),'-,'-,0.20006934 unit decrease,[0.12-0.28],APOB,LDL cholesterol levels in HIV infection,"low density lipoprotein cholesterol measurement, HIV infection",GCST011741,2:21002613,Cholesterol
1091,APOB,APOB,N/a,rs581411-<b>A</b>,5 x 10-213,(EA),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008079,2:21066560,Cholesterol
1092,APOB,APOB,N/a,rs581411-<b>A</b>,2 x 10-249,,NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008079,2:21066560,Cholesterol
1093,APOB,APOB,N/a,rs581411-<b>A</b>,6 x 10-11,(AA),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008079,2:21066560,Cholesterol
1094,APOB,APOB,N/a,rs581411-<b>A</b>,1 x 10-14,(Asian),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008079,2:21066560,Cholesterol
1095,APOB,APOB,N/a,rs581411-<b>A</b>,3 x 10-23,(Hispanic),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008079,2:21066560,Cholesterol
1096,APOB,APOB,N/a,rs581411-<b>A</b>,2 x 10-127,,NR,'-,4.566 unit increase,NR,"TDRD15, APOB",LDL cholesterol levels in current drinkers,"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008086,2:21066560,Cholesterol
1097,APOB,APOB,N/a,rs581411-<b>A</b>,1 x 10-10,(AA),NR,'-,3.087 unit increase,NR,"TDRD15, APOB",LDL cholesterol levels in current drinkers,"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008086,2:21066560,Cholesterol
1098,APOB,APOB,N/a,rs581411-<b>A</b>,9 x 10-10,(Asian),NR,'-,4.97 unit increase,NR,"TDRD15, APOB",LDL cholesterol levels in current drinkers,"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008086,2:21066560,Cholesterol
1099,APOB,APOB,N/a,rs581411-<b>A</b>,2 x 10-18,(Hispanic),NR,'-,5.153 unit increase,NR,"TDRD15, APOB",LDL cholesterol levels in current drinkers,"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008086,2:21066560,Cholesterol
1100,APOB,APOB,N/a,rs581411-<b>A</b>,2 x 10-101,(EA),NR,'-,4.773 unit increase,NR,"TDRD15, APOB",LDL cholesterol levels in current drinkers,"low density lipoprotein cholesterol measurement, alcohol drinking",GCST008086,2:21066560,Cholesterol
1101,APOB,APOB,N/a,rs581411-<b>A</b>,2 x 10-193,(EA),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol consumption measurement",GCST008078,2:21066560,Cholesterol
1102,APOB,APOB,N/a,rs581411-<b>A</b>,2 x 10-11,(AA),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol consumption measurement",GCST008078,2:21066560,Cholesterol
1103,APOB,APOB,N/a,rs581411-<b>A</b>,4 x 10-13,(Asian),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol consumption measurement",GCST008078,2:21066560,Cholesterol
1104,APOB,APOB,N/a,rs581411-<b>A</b>,2 x 10-22,(Hispanic),NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol consumption measurement",GCST008078,2:21066560,Cholesterol
1105,APOB,APOB,N/a,rs581411-<b>A</b>,5 x 10-226,,NR,'-,'-,'-,"TDRD15, APOB",LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),"low density lipoprotein cholesterol measurement, alcohol consumption measurement",GCST008078,2:21066560,Cholesterol
1110,APOB,APOB,N/a,rs1367117-<b>G</b>,7 x 10-125,(EA),0.688,'-,0.12 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21041028,Cholesterol
1111,APOB,APOB,N/a,rs1367117-<b>G</b>,5 x 10-14,(Hispanic),0.723,'-,0.126 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21041028,Cholesterol
1112,APOB,APOB,N/a,rs1367117-<b>G</b>,1 x 10-144,,NR,'-,0.12 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21041028,Cholesterol
1113,APOB,APOB,N/a,rs4564803-<b>G</b>,2 x 10-29,(EA),0.761,'-,0.062 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:20982630,Cholesterol
1114,APOB,APOB,N/a,rs4564803-<b>G</b>,4 x 10-22,,NR,'-,0.047 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:20982630,Cholesterol
1115,APOB,APOB,N/a,rs13392272-<b>C</b>,9 x 10-86,(EA),0.526,'-,0.092 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:20994618,Cholesterol
1116,APOB,APOB,N/a,rs13392272-<b>C</b>,5 x 10-8,(Hispanic),0.607,'-,0.084 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:20994618,Cholesterol
1117,APOB,APOB,N/a,rs13392272-<b>C</b>,3 x 10-95,,NR,'-,0.09 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:20994618,Cholesterol
1118,APOB,APOB,N/a,rs4665710-<b>A</b>,4 x 10-21,(EA),0.215,'-,0.054 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:20998163,Cholesterol
1119,APOB,APOB,N/a,rs4665710-<b>A</b>,3 x 10-14,,NR,'-,0.039 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:20998163,Cholesterol
1120,APOB,APOB,N/a,rs1042034-<b>C</b>,7 x 10-21,(EA),0.215,'-,0.054 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21002409,Cholesterol
1121,APOB,APOB,N/a,rs1042034-<b>C</b>,3 x 10-14,,NR,'-,0.039 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21002409,Cholesterol
1122,APOB,APOB,N/a,rs2678379-<b>A</b>,4 x 10-20,(EA),0.215,'-,0.052 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21003688,Cholesterol
1123,APOB,APOB,N/a,rs2678379-<b>A</b>,2 x 10-13,,NR,'-,0.037 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21003688,Cholesterol
1124,APOB,APOB,N/a,rs676210-<b>G</b>,6 x 10-20,(EA),0.785,'-,0.052 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21008652,Cholesterol
1125,APOB,APOB,N/a,rs676210-<b>G</b>,2 x 10-13,,NR,'-,0.038 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21008652,Cholesterol
1126,APOB,APOB,N/a,rs1041968-<b>G</b>,8 x 10-105,(EA),0.511,'-,0.102 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21009932,Cholesterol
1127,APOB,APOB,N/a,rs1041968-<b>G</b>,2 x 10-8,(Hispanic),0.675,'-,0.095 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21009932,Cholesterol
1128,APOB,APOB,N/a,rs1041968-<b>G</b>,7 x 10-116,,NR,'-,0.101 unit decrease,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21009932,Cholesterol
1129,APOB,APOB,N/a,rs533617-<b>T</b>,4 x 10-37,(EA),0.96,'-,0.151 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21011100,Cholesterol
1130,APOB,APOB,N/a,rs533617-<b>T</b>,2 x 10-39,,NR,'-,0.151 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21011100,Cholesterol
1131,APOB,APOB,N/a,rs673548-<b>G</b>,3 x 10-20,(EA),0.785,'-,0.053 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21014672,Cholesterol
1132,APOB,APOB,N/a,rs673548-<b>G</b>,1 x 10-13,,NR,'-,0.037 unit increase,'-,APOB,Low density lipoprotein cholesterol levels,low density lipoprotein cholesterol measurement,GCST007141,2:21014672,Cholesterol
