ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
181,DLGAP2,DLGAP2,Paternal,rs34003842-<b>?</b>,2 x 10-7,(Hispanic),'-,'-,'-,'-,DLGAP2,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"response to tenofovir, HIV infection, creatinine clearance measurement",GCST006069,8:1206131,Drug Response
182,DLGAP2,DLGAP2,Paternal,rs80058639-<b>?</b>,9 x 10-6,(MLM),NR,'-,'-,'-,DLGAP2,Response to paliperidone in schizophrenia (Multivariate),"schizophrenia, response to paliperidone, schizophrenia symptom severity measurement",GCST004043,8:1214070,Drug Response
183,DLGAP2,DLGAP2,Paternal,rs182302106-<b>G</b>,2 x 10-6,(AA),0.999,'-,0.45 unit increase,'-,DLGAP2,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,8:1507009,Drug Response
184,DLGAP2,DLGAP2,Paternal,rs192316701-<b>C</b>,5 x 10-6,(AA),0.997,'-,0.163 unit increase,'-,DLGAP2,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,8:1507902,Drug Response
185,DLGAP2,DLGAP2,Paternal,rs139288166-<b>?</b>,7 x 10-8,,0.03,4.3,'-,[2.53-7.31],DLGAP2,Toxicity response to radiotherapy in prostate cancer (rectal bleeding) (time to event),"Hematochezia, response to radiation, prostate carcinoma",GCST008381,8:755922,Drug Response
186,DLGAP2,DLGAP2,Paternal,rs17739794-<b>?</b>,6 x 10-6,(AUC),NR,'-,'-,'-,DLGAP2,Clozapine-induced cytotoxicity,"cytotoxicity measurement, response to clozapine",GCST002777,8:862946,Drug Response
255,DLK1,DLK1,Paternal,rs7149242-<b>T</b>,4 x 10-8,,0.281233,'-,0.03672875 unit decrease,[0.024-0.05],"DLK1, AL132711.1",Medication use (agents acting on the renin-angiotensin system),Agents acting on the renin-angiotensin system use measurement,GCST007930,14:100693079,Drug Response
256,DLK1,DLK1,Paternal,rs2400940-<b>T</b>,4 x 10-8,(EA),NR,'-,2.5285 unit increase,NR,"MEG3, DLK1",Diastolic blood pressure response to thiazide and thiazide-like diuretics in hypertension,"response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009646,14:100758585,Drug Response
315,DNMT1,DNMT1,Paternal,rs2116940-<b>G</b>,3 x 10-6,(AA-triglyceride response),0.19,'-,19.71 mg/dL decrease,[11.4-28.02],DNMT1,Thiazide-induced adverse metabolic effects in hypertensive patients,"response to hydrochlorothiazide, triglyceride measurement",GCST001859,19:10199716,Drug Response
420,GDAP1L1,GDAP1L1,Paternal,rs11907319-<b>T</b>,9 x 10-6,,0.8099,'-,14.3351 unit increase,[8.45-20.22],"GDAP1L1, FITM2",Response to ketamine in bipolar disorder or major depression (dissociation effects),"unipolar depression, response to ketamine, dissociation measurement, bipolar disorder",GCST007317,20:44294659,Drug Response
503,GLI3,GLI3,Paternal,rs12532960-<b>?</b>,3 x 10-7,(hsCRP-IL6 pattern prefenofibrate),NR,'-,'-,'-,"LINC01448, GLI3",Inflammatory biomarkers,response to fenofibrate,GCST001371,7:42286026,Drug Response
629,GLIS3,GLIS3,Paternal,rs183726757-<b>T</b>,5 x 10-6,(AA),1,'-,2.616 unit increase,NR,"RFX3-AS1, GLIS3",Post bronchodilator FEV1,"forced expiratory volume, response to bronchodilator",GCST003262,9:3795100,Drug Response
630,GLIS3,GLIS3,Paternal,rs717423-<b>?</b>,4 x 10-6,(Hispanic),'-,14.1,'-,[NR],GLIS3,Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 2 peripheral neuropathy),"response to reverse transcriptase inhibitor, HIV-1 infection, peripheral neuropathy",GCST002365,9:3844061,Drug Response
631,GLIS3,GLIS3,Paternal,rs1017568-<b>?</b>,3 x 10-7,(AA),NR,'-,0.265 unit increase,'-,GLIS3,Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes,"triglyceride change measurement, response to simvastatin, type II diabetes mellitus, response to fenofibrate",GCST004766,9:3948365,Drug Response
632,GLIS3,GLIS3,Paternal,rs564816-<b>C</b>,3 x 10-7,,0.04,'-,'-,[NR],GLIS3,Methotrexate phramacokinetics (acute lymphoblastic leukemia),response to antineoplastic agent,GCST000523,9:4015370,Drug Response
633,GLIS3,GLIS3,Paternal,rs10814834-<b>?</b>,7 x 10-6,"(endpoint 6, dominant)",'-,2.173913,'-,[NR],GLIS3,Peginterferon alfa-2a treatment response in chronic hepatitis B infection,"response to peginterferon alfa-2a, chronic hepatitis B virus infection",GCST008514,9:4086370,Drug Response
634,GLIS3,GLIS3,Paternal,rs10814853-<b>T</b>,3 x 10-8,,0.311041,'-,0.053840246 unit decrease,[0.035-0.073],GLIS3,"Medication use (adrenergics, inhalants)",Inhalant adrenergic use measurement,GCST007941,9:4144996,Drug Response
773,DIRAS3,GNG12-AS1,Paternal,rs1367448-<b>C</b>,5 x 10-6,(Dominant model),0.526,1.554,'-,[1.212-1.993],"GNG12-AS1, WLS",Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs),"response to antineoplastic agent, response to anthracycline-based chemotherapy",GCST002008,1:68168241,Drug Response
774,DIRAS3,GNG12-AS1,Paternal,rs17130567-<b>G</b>,2 x 10-9,,0.254436,'-,0.10955559 unit decrease,[0.074-0.146],"WLS, GNG12-AS1",Medication use (drugs affecting bone structure and mineralization),Drugs affecting bone structure and mineralization use measurement,GCST007935,1:68198164,Drug Response
2561,PLAGL1,PLAGL1,Paternal,rs150612539-<b>C</b>,2 x 10-6,(AA),1,'-,0.441 unit increase,'-,PLAGL1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:143952786,Drug Response
2562,PLAGL1,PLAGL1,Paternal,rs150029151-<b>A</b>,2 x 10-6,(AA),1,'-,0.432 unit increase,'-,PLAGL1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:144025056,Drug Response
2563,PLAGL1,PLAGL1,Paternal,rs192748541-<b>A</b>,1 x 10-6,(AA),1,'-,0.434 unit increase,'-,PLAGL1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:144052556,Drug Response
2876,SNRPN,SNRPN,Paternal,rs12592731-<b>?</b>,8 x 10-6,(Hispanic),'-,'-,'-,'-,SNRPN,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"response to tenofovir, HIV infection, creatinine clearance measurement",GCST006069,15:24925023,Drug Response
2882,ST8SIA1,ST8SIA1,Paternal,rs184061709-<b>G</b>,3 x 10-6,(AA),1,'-,0.38 unit increase,'-,ST8SIA1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,12:22309344,Drug Response
2883,ST8SIA1,ST8SIA1,Paternal,rs182272664-<b>A</b>,2 x 10-6,(AA),0.999,'-,0.383 unit increase,'-,ST8SIA1,Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,12:22312006,Drug Response
3061,WT1,WT1,Paternal,rs7110547-<b>G</b>,5 x 10-10,,0.380033,'-,0.050580226 unit increase,[0.035-0.067],WT1,Medication use (diuretics),Diuretic use measurement,GCST007928,11:32425801,Drug Response
3062,WT1,WT1,Paternal,rs10835916-<b>C</b>,1 x 10-8,,0.406175,'-,0.046684857 unit increase,[0.031-0.063],"EIF3M, WT1-AS",Medication use (calcium channel blockers),Calcium channel blocker use measurement,GCST007929,11:32461773,Drug Response
3063,WT1,WT1,Paternal,rs3858461-<b>C</b>,1 x 10-8,,0.448978,'-,0.044241406 unit decrease,[0.029-0.059],"EIF3M, WT1-AS",Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease),Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,GCST007922,11:32473416,Drug Response
3064,WT1,WT1,Paternal,rs7483826-<b>G</b>,2 x 10-8,,0.487817,'-,0.034207698 unit increase,[0.022-0.046],"WT1-AS, EIF3M",Medication use (agents acting on the renin-angiotensin system),Agents acting on the renin-angiotensin system use measurement,GCST007930,11:32505692,Drug Response
3077,WT1,WT1-AS,Paternal,rs10835916-<b>C</b>,1 x 10-8,,0.406175,'-,0.046684857 unit increase,[0.031-0.063],"EIF3M, WT1-AS",Medication use (calcium channel blockers),Calcium channel blocker use measurement,GCST007929,11:32461773,Drug Response
3078,WT1,WT1-AS,Paternal,rs3858461-<b>C</b>,1 x 10-8,,0.448978,'-,0.044241406 unit decrease,[0.029-0.059],"EIF3M, WT1-AS",Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease),Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,GCST007922,11:32473416,Drug Response
3079,WT1,WT1-AS,Paternal,rs7483826-<b>G</b>,2 x 10-8,,0.487817,'-,0.034207698 unit increase,[0.022-0.046],"WT1-AS, EIF3M",Medication use (agents acting on the renin-angiotensin system),Agents acting on the renin-angiotensin system use measurement,GCST007930,11:32505692,Drug Response
3091,WT1-AS,WT1-AS,Paternal,rs10835916-<b>C</b>,1 x 10-8,,0.406175,'-,0.046684857 unit increase,[0.031-0.063],"EIF3M, WT1-AS",Medication use (calcium channel blockers),Calcium channel blocker use measurement,GCST007929,11:32461773,Drug Response
3092,WT1-AS,WT1-AS,Paternal,rs3858461-<b>C</b>,1 x 10-8,,0.448978,'-,0.044241406 unit decrease,[0.029-0.059],"EIF3M, WT1-AS",Medication use (drugs for peptic ulcer and gastro-oesophageal reflux disease),Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement,GCST007922,11:32473416,Drug Response
3093,WT1-AS,WT1-AS,Paternal,rs7483826-<b>G</b>,2 x 10-8,,0.487817,'-,0.034207698 unit increase,[0.022-0.046],"WT1-AS, EIF3M",Medication use (agents acting on the renin-angiotensin system),Agents acting on the renin-angiotensin system use measurement,GCST007930,11:32505692,Drug Response
3182,ZFAT,ZFAT,Paternal,rs17768250-<b>?</b>,7 x 10-7,,NR,2.3758,'-,NR,ZFAT,Response to SSRI (symptom remission),response to selective serotonin reuptake inhibitor,GCST007060,8:134558431,Drug Response
3183,ZFAT,ZFAT,Paternal,rs17768250-<b>?</b>,7 x 10-7,,NR,2.1933,'-,NR,ZFAT,Response to antidepressants (symptom remission),response to antidepressant,GCST007061,8:134558431,Drug Response
3207,ZFP90,ZFP90,Paternal,rs17689437-<b>?</b>,1 x 10-6,(risperidone),0.13,'-,'-,'-,ZFP90,Response to antipsychotic treatment in schizophrenia (reasoning),reasoning,GCST000885,16:68566448,Drug Response
3834,FAM50B,FAM50B,Paternal,rs146807753-<b>?</b>,7 x 10-7,(AA),NR,'-,0.06 unit increase,'-,"TDGF1P4, FAM50B",Total cholesterol change in response to fenofibrate in statin-treated type 2 diabetes,"response to simvastatin, type II diabetes mellitus, total cholesterol change measurement, response to fenofibrate",GCST004765,6:3904005,Drug Response
3836,FAM50B,FAM50B,Paternal,rs187885921-<b>C</b>,4 x 10-6,(AA),0.999,'-,0.366 unit increase,'-,"TDGF1P4, FAM50B",Post bronchodilator FEV1/FVC ratio,"response to bronchodilator, FEV/FEC ratio",GCST003264,6:3894081,Drug Response
3840,FAM50B,FAM50B,Paternal,rs187885921-<b>C</b>,5 x 10-6,(AA),0.999,'-,1.821 unit increase,NR,"TDGF1P4, FAM50B",Post bronchodilator FEV1,"forced expiratory volume, response to bronchodilator",GCST003262,6:3894081,Drug Response
3843,FAM50B,FAM50B,Paternal,rs17318866-<b>G</b>,1 x 10-6,(Allelic model),0.79,7.559,'-,[2.689-21.263],"PXDC1, FAM50B",Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin),"response to camptothecin, response to antineoplastic agent",GCST001993,6:3836964,Drug Response
3845,PXDC1,PXDC1,Paternal,rs17318866-<b>G</b>,1 x 10-6,(Allelic model),0.79,7.559,'-,[2.689-21.263],"PXDC1, FAM50B",Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin),"response to camptothecin, response to antineoplastic agent",GCST001993,6:3836964,Drug Response
1943,KCNQ1OT1,KCNQ1OT1,Paternal,rs231361-<b>A</b>,4 x 10-8,,0.250479,'-,0.073669426 unit increase,[0.047-0.1],"KCNQ1, KCNQ1OT1",Medication use (drugs used in diabetes),Drugs used in diabetes use measurement,GCST007923,11:2670270,Drug Response
131,DIO3,DIO3,Paternal,rs2895917-<b>T</b>,2 x 10-8,(MTAG),0.3432,'-,0.0106 unit increase,[0.0069-0.0143],"LINC02320, DIO3",Self-reported math ability (MTAG),mathematical ability,GCST006569,14:101586438,Educational and Intelligence
132,DIO3,DIO3,Paternal,rs6575858-<b>C</b>,3 x 10-9,(MTAG),0.611,'-,0.0101 unit decrease,[0.0068-0.0134],"DIO3, LINC02320",Highest math class taken (MTAG),mathematical ability,GCST006568,14:101624585,Educational and Intelligence
135,DIO3,DIO3OS,Paternal,rs10134381-<b>C</b>,2 x 10-9,(MTAG),0.1574,'-,0.0109 unit increase,[0.0074-0.0144],"AL049836.2, DIO3OS",Educational attainment (MTAG),self reported educational attainment,GCST006571,14:101529062,Educational and Intelligence
145,DLGAP2,DLGAP2,Paternal,rs73526541-<b>A</b>,3 x 10-6,,NR,'-,'-,'-,DLGAP2,Verbal memory performance (immediate recall change),memory performance,GCST004827,8:1124467,Educational and Intelligence
146,DLGAP2,DLGAP2,Paternal,rs75416360-<b>T</b>,5 x 10-8,(MTAG),0.0589,'-,0.0153 unit increase,[0.0098-0.0208],DLGAP2,Educational attainment (MTAG),self reported educational attainment,GCST006571,8:1207180,Educational and Intelligence
147,DLGAP2,DLGAP2,Paternal,rs34130287-<b>C</b>,4 x 10-6,,0.21,'-,0.25 z score decrease,[NR],DLGAP2,Residual cognition,"cognition, aging",GCST004291,8:1266767,Educational and Intelligence
148,DLGAP2,DLGAP2,Paternal,rs17747701-<b>?</b>,3 x 10-6,,NR,'-,4.705 z-score increase,'-,"AF067845.2, DLGAP2",General cognitive ability,intelligence,GCST006269,8:1300141,Educational and Intelligence
149,DLGAP2,DLGAP2,Paternal,rs12676895-<b>A</b>,2 x 10-8,(MTAG),0.7482,'-,0.0085 unit increase,[0.0056-0.0114],DLGAP2,Educational attainment (MTAG),self reported educational attainment,GCST006571,8:813540,Educational and Intelligence
150,DLGAP2,DLGAP2,Paternal,rs7002351-<b>A</b>,9 x 10-6,,NR,'-,0.02616 unit increase,[0.015-0.038],DLGAP2,Health literacy,health literacy measurement,GCST008513,8:871585,Educational and Intelligence
323,DSCAM,DSCAM,Paternal,rs9974899-<b>T</b>,1 x 10-8,,0.2538,'-,0.0093 unit decrease,[0.0062-0.0124],DSCAM,Educational attainment (years of education),self reported educational attainment,GCST006442,21:40634515,Educational and Intelligence
324,DSCAM,DSCAM,Paternal,rs4818184-<b>A</b>,7 x 10-6,(15-18 months),0.13,'-,0.1 unit decrease,[0.057-0.143],DSCAM,Expressive vocabulary in infants,infant expressive language ability,GCST002611,21:40830505,Educational and Intelligence
479,GLI3,GLI3,Paternal,rs7796103-<b>C</b>,4 x 10-8,,0.5168,'-,0.0077 unit decrease,[0.005-0.0104],"GLI3, INHBA-AS1",Educational attainment (years of education),self reported educational attainment,GCST006442,7:41780557,Educational and Intelligence
480,GLI3,GLI3,Paternal,rs2051935-<b>A</b>,2 x 10-8,(MTAG),0.3532,'-,0.0136 unit increase,[0.0089-0.0183],GLI3,Cognitive performance (MTAG),cognitive function measurement,GCST006570,7:41963902,Educational and Intelligence
481,GLI3,GLI3,Paternal,rs2051935-<b>A</b>,5 x 10-11,(MTAG),0.3579,'-,0.009 unit increase,[0.0063-0.0117],GLI3,Educational attainment (MTAG),self reported educational attainment,GCST006571,7:41963902,Educational and Intelligence
482,GLI3,GLI3,Paternal,rs2051935-<b>A</b>,6 x 10-13,(MTAG),0.3572,'-,0.0124 unit increase,[0.0091-0.0157],GLI3,Highest math class taken (MTAG),mathematical ability,GCST006568,7:41963902,Educational and Intelligence
483,GLI3,GLI3,Paternal,rs2051935-<b>A</b>,9 x 10-10,(MTAG),0.357,'-,0.0115 unit increase,[0.0078-0.0152],GLI3,Self-reported math ability (MTAG),mathematical ability,GCST006569,7:41963902,Educational and Intelligence
484,GLI3,GLI3,Paternal,rs4724083-<b>T</b>,4 x 10-8,,0.3227,'-,0.0083 unit increase,[0.0054-0.0112],GLI3,Educational attainment (years of education),self reported educational attainment,GCST006442,7:41967473,Educational and Intelligence
485,GLI3,GLI3,Paternal,rs146961637-<b>T</b>,6 x 10-6,,NR,'-,0.5761249 unit decrease,[0.32-0.83],GLI3,Emotional recognition,cognitive function measurement,GCST009308,7:42137274,Educational and Intelligence
486,GLI3,GLI3,Paternal,rs79099151-<b>T</b>,8 x 10-7,,NR,'-,0.02936 unit increase,[0.018-0.041],GLI3,Health literacy,health literacy measurement,GCST008513,7:42144484,Educational and Intelligence
487,GLI3,GLI3,Paternal,rs3801203-<b>A</b>,3 x 10-9,,0.19,'-,0.261 unit decrease,[0.17-0.35],GLI3,Language performance in older adults (adjusted for episodic memory),"cognitive decline measurement, memory performance, language measurement",GCST004372,7:42148801,Educational and Intelligence
488,GLI3,GLI3,Paternal,rs71538647-<b>C</b>,4 x 10-6,,NR,'-,0.0275 unit increase,[0.016-0.039],GLI3,Health literacy,health literacy measurement,GCST008513,7:42164686,Educational and Intelligence
523,GLIS3,GLIS3,Paternal,rs10974256-<b>A</b>,4 x 10-10,,0.3411,'-,0.0093 unit decrease,[0.0064-0.0122],GLIS3,Educational attainment (years of education),self reported educational attainment,GCST006442,9:3952892,Educational and Intelligence
524,GLIS3,GLIS3,Paternal,rs10974256-<b>A</b>,2 x 10-10,(MTAG),0.3411,'-,0.0088 unit decrease,[0.0061-0.0115],GLIS3,Educational attainment (MTAG),self reported educational attainment,GCST006571,9:3952892,Educational and Intelligence
525,GLIS3,GLIS3,Paternal,rs10974256-<b>A</b>,2 x 10-9,(MTAG),0.342,'-,0.0105 unit decrease,[0.0072-0.0138],GLIS3,Highest math class taken (MTAG),mathematical ability,GCST006568,9:3952892,Educational and Intelligence
526,GLIS3,GLIS3,Paternal,rs73643713-<b>T</b>,1 x 10-9,,0.928,'-,0.0165 unit decrease,[0.011-0.022],GLIS3,Educational attainment (years of education),self reported educational attainment,GCST006442,9:4163612,Educational and Intelligence
527,GLIS3,GLIS3,Paternal,rs73643713-<b>T</b>,3 x 10-9,(MTAG),0.928,'-,0.015 unit decrease,[0.01-0.02],GLIS3,Educational attainment (MTAG),self reported educational attainment,GCST006571,9:4163612,Educational and Intelligence
528,GLIS3,GLIS3,Paternal,rs10974399-<b>T</b>,4 x 10-8,(MTAG),0.4179,'-,0.0099 unit increase,[0.0064-0.0134],GLIS3,Self-reported math ability (MTAG),mathematical ability,GCST006569,9:4232588,Educational and Intelligence
529,GLIS3,GLIS3,Paternal,rs10974406-<b>T</b>,3 x 10-8,(MTAG),0.6759,'-,0.0098 unit decrease,[0.0063-0.0133],GLIS3,Highest math class taken (MTAG),mathematical ability,GCST006568,9:4237041,Educational and Intelligence
530,GLIS3,GLIS3,Paternal,rs10974483-<b>A</b>,4 x 10-8,(MTAG),0.5134,'-,0.0072 unit increase,[0.0047-0.0097],GLIS3,Educational attainment (MTAG),self reported educational attainment,GCST006571,9:4346226,Educational and Intelligence
769,DIRAS3,GNG12-AS1,Paternal,rs80032087-<b>?</b>,9 x 10-6,,NR,'-,0.219 unit increase,[0.12-0.32],GNG12-AS1,Cognitive performance (processing speed),information processing speed,GCST008891,1:68083270,Educational and Intelligence
1529,IRAIN,IRAIN,Paternal,rs7176647-<b>C</b>,3 x 10-8,(MTAG),0.402,'-,0.0075 unit increase,[0.005-0.01],"FAM169B, IRAIN",Educational attainment (MTAG),self reported educational attainment,GCST006571,15:98634366,Educational and Intelligence
2082,L3MBTL1,L3MBTL1,Paternal,rs6103366-<b>?</b>,5 x 10-6,,NR,'-,4.55 z-score decrease,'-,"L3MBTL1, AL031681.3",General cognitive ability,intelligence,GCST006269,20:43531517,Educational and Intelligence
2671,RTL1,RTL1,Paternal,rs2180386-<b>A</b>,7 x 10-6,,0.38,'-,0.21 unit decrease,[NR],"RTL1, MEG8, AL117190.1",Developmental language disorder (linguistic errors),"linguistic error measurement, specific language impairment",GCST003397,14:100898928,Educational and Intelligence
3155,ZFAT,ZFAT,Paternal,rs10448005-<b>T</b>,3 x 10-11,(MTAG),0.1228,'-,0.0133 unit decrease,[0.0094-0.0172],"AC105180.2, ZFAT",Educational attainment (MTAG),self reported educational attainment,GCST006571,8:134415514,Educational and Intelligence
3156,ZFAT,ZFAT,Paternal,rs74545339-<b>?</b>,6 x 10-6,,NR,'-,0.0077942 unit decrease,[0.0044-0.0112],"ZFAT, AC105180.2",Reaction time,reaction time measurement,GCST006268,8:134428365,Educational and Intelligence
3157,ZFAT,ZFAT,Paternal,rs74545339-<b>A</b>,9 x 10-13,,0.1142,'-,0.0158 unit decrease,[0.011-0.02],"ZFAT, AC105180.2",Educational attainment (years of education),self reported educational attainment,GCST006442,8:134428365,Educational and Intelligence
3158,ZFAT,ZFAT,Paternal,rs1550582-<b>A</b>,7 x 10-6,,0.262,'-,0.022 unit increase,[NR],ZFAT,Educational attainment,self reported educational attainment,GCST002598,8:134529841,Educational and Intelligence
489,GLI3,GLI3,Paternal,rs846274-<b>?</b>,4 x 10-8,"(Quadrant II (Nose), Segment 45)",NR,'-,0.023222925 unit decrease,NR,GLI3,Facial morphology traits (59 NSCL/P endophenotypic segments),facial morphology measurement,GCST011429,7:42022387,Facial Morphology
490,GLI3,GLI3,Paternal,rs17640804-<b>T</b>,5 x 10-10,(Nose wing breadth),NR,'-,0.00049 NR decrease,'-,GLI3,middle facial morphology traits (quantitative measurement),nose morphology measurement,GCST003635,7:42091791,Facial Morphology
491,GLI3,GLI3,Paternal,rs17640804-<b>?</b>,3 x 10-7,,'-,'-,'-,'-,GLI3,facial morphology traits (multivariate analysis),facial morphology measurement,GCST003637,7:42091791,Facial Morphology
531,GLIS3,GLIS3,Paternal,rs4237150-<b>?</b>,6 x 10-19,,NR,1.1376565,'-,[1.1-1.17],GLIS3,Chin dimples,chin morphology measurement,GCST003989,9:4290085,Facial Morphology
635,GLIS3,GLIS3,Paternal,rs35880221-<b>T</b>,8 x 10-11,,0.0868468,'-,0.0356656 unit decrease,[0.025-0.046],GLIS3,Male-pattern baldness,balding measurement,GCST007020,9:3906221,Facial Morphology
636,GLIS3,GLIS3,Paternal,rs539206-<b>A</b>,5 x 10-11,,0.202437,'-,0.0254168 unit increase,[0.018-0.033],GLIS3,Male-pattern baldness,balding measurement,GCST007020,9:4036719,Facial Morphology
637,GLIS3,GLIS3,Paternal,rs7020673-<b>C</b>,4 x 10-8,,0.499652,'-,0.0169148 unit increase,[0.011-0.023],GLIS3,Male-pattern baldness,balding measurement,GCST007020,9:4291747,Facial Morphology
638,GLIS3,GLIS3,Paternal,rs10814917-<b>?</b>,4 x 10-9,,NR,'-,'-,'-,GLIS3,Balding type 1,balding measurement,GCST007038,9:4296430,Facial Morphology
2532,WT1,PAWR,Paternal,rs80010377-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,PAWR,Hair color,hair colour measurement,GCST007082,12:79646354,Facial Morphology
133,DIO3,DIO3,Paternal,rs11621975-<b>?</b>,5 x 10-6,,NR,2.31,'-,'-,"DIO3, LINC02320",Overall survival in serous epithelial ovarian cancer treated with paclitaxel and cisplatin,"overall survival, ovarian carcinoma, response to cisplatin, response to paclitaxel",GCST004896,14:101565415,Female Reproductive System
151,DLGAP2,DLGAP2,Paternal,rs17669535-<b>C</b>,6 x 10-7,(AA),0.97,'-,14.5 unit increase,[8.80-20.20],DLGAP2,Menarche (age at onset),age at menarche,GCST001973,8:1295964,Female Reproductive System
207,DLK1,DLK1,Paternal,rs7141210-<b>T</b>,6 x 10-9,,0.34,'-,0.03 unit increase,[0.02-0.04],"DLK1, AL132711.1",Menarche (age at onset),age at menarche,GCST002541,14:100716133,Female Reproductive System
208,DLK1,DLK1,Paternal,rs1555406-<b>?</b>,4 x 10-10,,NR,'-,'-,'-,DLK1,Menarche (age at onset),age at menarche,GCST007078,14:100737898,Female Reproductive System
346,DSCAM,DSCAM,Paternal,rs727333-<b>?</b>,1 x 10-6,,0.081,'-,1.542 unit increase,[1.295-1.837],DSCAM,Estradiol plasma levels (breast cancer),estradiol measurement,GCST001914,21:40331020,Female Reproductive System
500,GLI3,GLI3,Paternal,rs9791676-<b>?</b>,8 x 10-6,(clearcell),NR,1.96,'-,'-,GLI3,Epithelial ovarian cancer,ovarian carcinoma,GCST007728,7:42053156,Female Reproductive System
